"ID","UPA","EventDate","Employer","Address1","Address2","City","State","Zip","Latitude","Longitude","Primary NAICS","Hospitalized","Amputation","Inspection","Final Narrative","Nature","NatureTitle","Part of Body","Part of Body Title","Event","EventTitle","Source","SourceTitle","Secondary Source","Secondary Source Title"
"2015010015","931176",1/1/2015,"FCI Otisville Federal Correctional Institution","Two Mile Drive",,"OTISVILLE","NEW YORK","10963",41.46,-74.53,"922140",1.00,0.00,"1018519","Three correctional facility guards were escorting a restrained federal prison inmate when he became disruptive, requiring the use of force. 
Two guards and the inmate fell onto the Lieutenant's right leg, fracturing his fibula. He was transported to the hospital and released the following day.","111","Fractures","513","Lower leg(s)","1214","Injured by physical contact with person while restraining, subduing-unintentional","5721","Co-worker","5772","Inmate or detainee in custody"
"2015010016","930267",1/1/2015,"Kalahari Manufacturing LLC","171 Progress Drive",,"LAKE DELTON","WISCONSIN","53940",43.59,-89.79,"339999",1.00,0.00,"1016582","Employee in the Machine Shop received second degree burns to the back of his legs after the torch he was using exploded.","1522","Second degree heat (thermal) burns","519","Leg(s), n.e.c.","317","Ignition of vapors, gases, or liquids","7261","Welding, cutting, and blow torches",,
"2015010018","929823",1/1/2015,"Schneider National Bulk Carrier","420 CORAOPOLIS ROAD",,"CORAOPOLIS","PENNSYLVANIA","15108",40.49,-80.11,"484121",1.00,0.00,,"A truck driver fell approximately 4 feet while descending a tanker trailer ladder.  The employee was kept overnight awaiting test results.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","4331","Other fall to lower level less than 6 feet","8421","Semi, tractor-trailer, tanker truck","741","Ladders-fixed"
"2015010019","929711",1/1/2015,"PEPSI BOTTLING GROUP INC.","4541 HOUSTON AVE.",,"MACON","GEORGIA","31206",32.77,-83.65,"424490",1.00,0.00,"1017194","An employee's leg was pinned between a truck and the powered pallet jack being operated.  The employee was hospitalized for treatment/surgery at Navicent Health.","1972","Soreness, pain, hurt-nonspecified injury","510","Leg(s), unspecified","640","Caught in or compressed by equipment or objects, unspecified","8623","Pallet jack-powered","8420","Truck-motorized freight hauling and utility, unspecified"
"2015010020","929642",1/1/2015,"North American Pipe Corporation","210 South Arch Street",,"JANESVILLE","WISCONSIN","53545",42.67,-89.04,"326122",1.00,0.00,"1016344","An employee working on the Line 6 Auto-Beller reached into the machine to unjam two pipes and got his hand crushed, fracturing three left-hand fingers.","111","Fractures","4429","Finger(s), fingernail(s), n.e.c.","6411","Caught in running equipment or machinery during maintenance, cleaning ","350","Metal, woodworking, and special material machinery, unspecified",,
"2015010021","929709",1/1/2015,"The Home Depot, Inc.","3031 NE Pine Island Road ",,"CAPE CORAL","FLORIDA","33909",26.68,-81.91,"444110",1.00,0.00,,"An employee was hospitalized after slipping and falling while working as a member of the night freight crew, resulting in an injury to his right elbow.","1972","Soreness, pain, hurt-nonspecified injury","422","Elbow(s)","422","Fall on same level due to slipping ","660","Floors, walkways, ground surfaces, unspecified",,
"2015010022","932133",1/1/2015,"Gopher Resource","6505 Jewel Ave ",,"TAMPA","FLORIDA","33619",27.96,-82.38,"331492",0.00,1.00,"1020034","Employee working the flipping machine at the casting line had fingertip amputated after it was crushed by a jammed block.","1311","Amputations","4422","Fingertip(s)","6412","Caught in running equipment or machinery during regular operation","370","Special process machinery, unspecified",,
"2015010023","930028",1/2/2015,"Foster Trucking, Inc.","Wells Ranch, 3314-225-228, Tank Battery",,"GILL","COLORADO","80624",40.47,-104.51,"213112",1.00,0.00,"1020547","Employee sustained burns during line tie-in operations at an oil and gas site.","1520","Heat (thermal) burns, unspecified","9999","Nonclassifiable","9999","Nonclassifiable","9999","Nonclassifiable",,
"2015010024","930006",1/2/2015,"Trinidad Drilling","38734 S CR 200",,"WOODWARD","OKLAHOMA","73801",36.42,-99.43,"213111",1.00,0.00,,"One employee was hospitalized after being struck by a tire when he was airing the tire up during his pre-drive inspection. ","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","620","Struck by object or equipment, unspecified","4813","Tires, except bike",,
"2015010025","933583",1/2/2015,"The Krystal Company","6201 West Colonial Drive",,"ORLANDO","FLORIDA","32808",28.55,-81.46,"722211",0.00,1.00,,"An associate was using a knife to open a bag of chili and cut off her fingertip.","1311","Amputations","4422","Fingertip(s)","6252","Injured by slipping or swinging object held by injured worker","7125","Knives, unspecified or n.e.c.",,
"2015010026","930320",1/2/2015,"US Ecology Texas, Inc.","3277 CR 69",,"ROBSTOWN","TEXAS","78380",27.80,-97.68,"562211",1.00,0.00,,"An employee was struck by an excavator on 01/02/2015 and hospitalized for injuries to his leg, several broken bones in his foot, and a fracture in his left arm.","111","Fractures","87","Upper and lower limb(s)","6210","Struck by powered vehicle-nontransport, unspecified","3210","Excavating machinery, unspecified",,
"2015010027","929956",1/2/2015,"Flowers Baking Company","17800 NW Miami Ct",,"MIAMI","FLORIDA","33169",25.93,-80.20,"311811",1.00,0.00,"1016640","On or about 1/2/15 at 9:10 p.m., an employee was preparing to troubleshoot the hamburger bun bagger machine that was not working. He received an electrical shock when he came in contact with a proximity switch. Employee was working alone at the time of the incident.  He was admitted to the hospital for one day.","193","Electrocutions, electric shocks","6","BODY SYSTEMS","5121","Indirect exposure to electricity, 220 volts or less","3732","Packaging, wrapping, bundling machinery","4417","Switchboards, switches, fuses"
"2015010028","930597",1/2/2015,"Walmart Stores, Inc.","4100 West Airport Freeway",,"IRVING","TEXAS","75062",32.83,-97.00,"452112",1.00,0.00,,"An employee stumbled and fell to the ground on the left side of her body and was admitted to Irving Baylor Medical Center with a possible hip fracture.","111","Fractures","341","Hip(s)","4210","Fall on same level due to tripping, unspecified","660","Floors, walkways, ground surfaces, unspecified",,
"2015010029","929833",1/2/2015,"KEYSTONE CONCRETE PLACEMENT","94918 San Luis Pass Road",,"GALVESTON","TEXAS","77554",29.24,-94.91,"238110",1.00,0.00,,"Two employees in a scissor lift were wrecking forms, taking forms down, and removing the forms. They lost their grip on the form, which fell and hit an employee walking below on the shoulder, knocking him to the ground. He hit his head on the concrete, causing a wound to the head, a broken collarbone, and a broken rib.","111","Fractures","899","Multiple body parts, n.e.c.","6232","Struck by object or equipment dropped by other person","659","Structural elements, n.e.c.",,
"2015010030","930194",1/2/2015,"KELLY SERVICES, INC.","1307 2nd Street",,"MONROE","WISCONSIN","53566",42.61,-89.64,"561320",0.00,1.00,,"Employee amputated tip of finger when his finger got caught in the chain of a stationary exercise bicycle that he was servicing. There was no bone loss and the employee was not hospitalized.","1311","Amputations","4422","Fingertip(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","7633","Gymnasium and exercise equipment",,
"2015010032","929643",1/2/2015,"House of Raeford Farms","3867 2nd St.",,"ARCADIA","LOUISIANA","71001",32.55,-92.96,"311615",0.00,1.00,"1019084","An employee suffered a right index finger amputation. The employee's finger was injured by a thigh deboning machine. The finger was still attached at the time of the incident and was later amputated at the hospital.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","60","Contact with objects and equipment, unspecified","3715","Butchering machinery",,
"2015010033","929660",1/2/2015,"Circle K ","11091 Spring Hill Drive ",,"SPRING HILL","FLORIDA","34608",28.46,-82.54,"447110",1.00,0.00,,"An employee was injured by a customer's automobile when the car jumped the curb and pinned the employee against the Red Box movie kiosk on the convenience store's sidewalk.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","2440","Pedestrian struck by vehicle in nonroadway area, unspecified","8413","Automobile",,
"2015010034","930217",1/2/2015,"Clarion Boards, Inc.","143 Fiberboard Road",,"SHIPPENVILLE","PENNSYLVANIA","16254",41.23,-79.41,"321219",0.00,1.00,"1017479","Employee suffered the amputation of three fingers while working on the south in-bed fuel airlock in the energy building. He was using a hammer to hit the outside of the chute to loosen built up saw dust.  The chute leads to an airlock, which feeds the blow line to the boiler. He removed the panel cover over the airlock to see if the saw dust was falling in.  He slipped and his left hand entered the airlock. Contact with the rotating parts in the airlock resulted in the multiple-finger amputation.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6311","Struck against moving part of machinery or equipment","641","Climate control systems",,
"2015010035","930061",1/2/2015,"BROCHSTEINS, INC.","2101 Cedar Springs Road, Suite 600",,"DALLAS","TEXAS","75201",32.79,-96.80,"321918",0.00,1.00,"1017113","An employee who was using a cordless circular saw to install wood panels around an elevator lobby received a partial amputation of his left index finger when the tip of his finger became caught in the saw.","1311","Amputations","4422","Fingertip(s)","6311","Struck against moving part of machinery or equipment","7224","Saws-powered, except chainsaws",,
"2015010037","929890",1/2/2015,"DYNAMIC INDUSTRIES, INC.","Port Camaron","Platform Sabine 10","CAMERON","LOUISIANA","70631",29.78,-93.40,"237990",1.00,0.00,,"On Friday, January 2, 2015, at 10:30 p.m., a crew of employees were changing out wooden decking boards on a platform off shore. One of the employees was walking the platform, slipped, and stepped on a protruding nail that entered the employee's right foot. First aid was applied to the employee, and the employee was later sent to a clinic for treatment. The employee was admitted to a hospital at 3:00 a.m. on January 5, 2015, from swelling on his foot due to the incident.","133","Puncture wounds, except gunshot wounds","530","Foot (feet), unspecified","6321","Stepped on object ","4212","Nails, brads, tacks, nuts, bolts, washers",,
"2015010038","929899",1/2/2015,"True Temper Sports, Inc.","931 True Temper Circle",,"AMORY","MISSISSIPPI","38821",33.97,-88.49,"331210",1.00,0.00,"1018184","The employee was coming down a ladder after placing media in a nitrogen generator. Employee missed a rung, fell about 10 feet to the floor, and sustained a compound fracture to the right arm.","111","Fractures","420","Arm(s), unspecified","4332","Other fall to lower level 6 to 10 feet","740","Ladders, unspecified",,
"2015010040","932143",1/2/2015,"PNC Bank","1 Garret Mountain Plaza",,"WOODLAND PARK","NEW JERSEY","07424",40.89,-74.18,"521110",1.00,0.00,,"Employee tripped on a paver and fractured her wrist, requiring hospitalization.","111","Fractures","43","Wrist(s)","4212","Fall on same level due to tripping on uneven surface","6631","Ground irregularity","4111","Bricks and pavers"
"2015010041","929982",1/3/2015,"Insteel Wire Products, Inc.","500 Klemp Road ",,"DAYTON","TEXAS","77535",30.02,-94.93,"331222",1.00,1.00,"1016644","Employees use a draw machine to extrude wire.  The employee bypassed the guard or disabled it to remove soap build-up on the wire coming from the die. The employee amputated the middle, ring, and pinky fingers on the right hand and the first digit of the index finger. Employee was hospitalized and released. The injury occurred on 1/3/15 at approximately 6:00 p.m.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","60","Contact with objects and equipment, unspecified","3539","Extruding, injecting, forming, molding machinery, n.e.c.",,
"2015010043","929932",1/3/2015,"Northstar Contracting Inc.","786 E. 140th St.",,"CLEVELAND","OHIO","44110",41.55,-81.58,"238990",1.00,0.00,"1016580","While in the process of unloading pre-tied mats of rebar, one of the bundles fell off of the tying jig and pinned three workers underneath. Two of the workers were unharmed. A third employee suffered a fractured rib and a fractured vertebra.","111","Fractures","899","Multiple body parts, n.e.c.","6233","Struck by object falling from vehicle or machinery-other than vehicle part","4132","Bars, rods, reinforcing bar (rebar)",,
"2015010044","930107",1/3/2015,"Costco Wholesale Corporation","1375 N. Meacham Rd. ",,"SCHAUMBURG","ILLINOIS","60173",42.05,-88.04,"445110",1.00,0.00,"1016449","Employee lost his nail, skin, and flesh from the tip of his right ring finger while closing the cardboard bailer door.","1312","Avulsions, enucleations","4429","Finger(s), fingernail(s), n.e.c.","6260","Struck by swinging or slipping object, other than handheld, unspecified  ","3732","Packaging, wrapping, bundling machinery",,
"2015010045","929891",1/3/2015,"Dal Global Services, LLC","4100 George J. Bean Pkwy Spirit Airline baggage handling area",,"TAMPA","FLORIDA","33607",27.96,-82.49,"488119",0.00,1.00,,"An employee suffered a trans-phalangeal amputation of the middle finger on the right hand. The employee was attempting to connect two baggage-transferring carts manually by pulling them into each other. The employee placed his hand on one baggage cart and pulled it to the second cart with his other hand in an effort to connect the two. The employee's hand was caught between the two carts, causing a middle finger amputation on his right hand at the first knuckle.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","642","Compressed or pinched by shifting objects or equipment","871","Cart, dolly, hand truck-nonpowered",,
"2015010046","929953",1/3/2015,"Cablevision","70 Annette Drive",,"EDISON","NEW JERSEY","08820",40.59,-74.37,"515210",1.00,0.00,"1016218","Employee was installing a new cable on a home while working from a Lunar, 28 foot fiberglass extension ladder. A gust of wind made his ladder move and he felt like it was going to fall so he jumped off the ladder toward the grass to avoid the concrete patio and landed on his back.","1972","Soreness, pain, hurt-nonspecified injury","320","Back, including spine, spinal cord, unspecified","4426","Other jump to lower level 26 to 30 feet","7421","Extension ladders","9272","High winds, gusts, turbulence"
"2015010047","929849",1/3/2015,"Packers Sanitation Services, Inc., LTD.","13076 Renfro Cir.",,"OMAHA","NEBRASKA","68137",41.20,-96.11,"561720",1.00,0.00,"1005508","Worker caught a hand in a running conveyor while cleaning and rinsing it. Worker suffered broken radial and ulnar bones in the right arm. The victim was hospitalized.","111","Fractures","423","Forearm(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","3420","Conveyors-powered, unspecified",,
"2015010048","929876",1/3/2015,"Tropicana Products, Inc.","1001 13th Avenue E",,"BRADENTON","FLORIDA","34208",27.48,-82.55,"311411",1.00,0.00,"1016698","An employee was hospitalized after being hit by a forklift that was unloading boxes of pulp from a flatbed stationed in the roadway. The forklift backed up and ran over the employee's leg as he was leaving work, resulting in a fractured ankle and leg.","111","Fractures","5830","Ankle(s) and leg(s), unspecified","2639","Roadway noncollision incident, n.e.c.","8621","Forklift, order picker, platform truck-powered",,
"2015010049","930425",1/4/2015,"Crotched Mountain Rehabilitation Center, Inc.","1 Verney Dr.",,"GREENFIELD","NEW HAMPSHIRE","03047",42.93,-71.86,"623210",1.00,0.00,"1016944","An employee was assaulted by a patient (choking) resulting in a multi-day hospitalization.","191","Asphyxiations, strangulations, suffocations","20","Neck, except internal location of diseases or disorders","1114","Strangulation by other person","574","Patient ",,
"2015010050","930370",1/4/2015,"BEST HARVEST BAKERIES","530 S. 65TH ST",,"KANSAS CITY","KANSAS","66111",39.08,-94.72,"311812",0.00,1.00,"1016974","Employee was performing inspection and preventive maintenance on a conveyor line.  His fingertip was amputated in a chain and sprocket when the line started up.","1311","Amputations","4422","Fingertip(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","3423","Conveyors-chain",,
"2015010051","930016",1/4/2015,"CF Industries Nitrogen, LLC","4612 Hwy 49 East ",,"YAZOO CITY","MISSISSIPPI","39194",32.72,-90.40,"325311",1.00,1.00,,"An employee was exposed to an amputation hazard while coupling rail cars. He used his foot to align the couplers. His foot slipped and got caught between the two couplers. His toe was smashed when the cars connected.","1311","Amputations","532","Toes(s), toenail(s)","642","Compressed or pinched by shifting objects or equipment","8240","Train, locomotive, rail car, unspecified",,
"2015010052","930008",1/4/2015,"Super Target","4400 N State Rd 7",,"CORAL SPRINGS","FLORIDA","33073",26.28,-80.20,"445110",0.00,1.00,"1016850","On or about 1/4/15 at 1:50 PM, employee was slicing ham when a piece of meat slipped, allowing the employee's hand to come into contact with the deli slicer.  Employee lost tip of thumb; there was no bone loss.","1311","Amputations","4422","Fingertip(s)","6311","Struck against moving part of machinery or equipment","3711","Food slicers",,
"2015010053","930041",1/4/2015,"Aspirus Wausau Hospital","333 Pineridge Blvd",,"WAUSAU","WISCONSIN","54401",44.96,-89.67,"622110",1.00,0.00,,"On January 4, 2015, at approximately 5:10 p.m., an employee slipped on a wet floor while transporting a patient from one level to another.  The employee experienced a hamstring tear.","1231","Major tears to muscles, tendons, ligaments","511","Thigh(s)","4111","Slip on substance without fall","562","Bodily motion or position of injured, ill worker","9520","Liquids, unspecified"
"2015010054","929902",1/4/2015,"Lewis Casing Crews Inc.","4 miles west of ","Hwy 385 off Hwy. 1233","CRANE","TEXAS","79731",31.39,-102.35,"213112",1.00,0.00,,"Employee was descending a work over rig derrick via a ladder when he fell a distance. Employee suffered a lacerated spleen and fractured hip and shoulder.","1839","Fractures and other injuries, n.e.c.","899","Multiple body parts, n.e.c.","4330","Other fall to lower level, unspecified","740","Ladders, unspecified",,
"2015010055","929773",1/4/2015,"VERIZON","385 MYLES STANDISH BOULEVARD",,"TAUNTON","MASSACHUSETTS","02703",41.94,-71.14,"517911",1.00,0.00,,"An employee slipped on the ice in the parking lot and hit his head.  He was transported and admitted to Morton Hospital.","160","Intracranial injuries, unspecified","111","Brain","422","Fall on same level due to slipping ","6660","Parking lot, unspecified","9273","Ice, sleet, snow"
"2015010056","930502",1/4/2015,"Lion Oil Company","1000 McHenry St",,"EL DORADO","ARKANSAS","71730",33.20,-92.67,"324110",1.00,0.00,"1017067","Employee was burned from his knees up to his lower abdomen after removing the strainer for maintenance on the Scott Unit.","150","Burns and corrosions, unspecified ","899","Multiple body parts, n.e.c.","50","Exposure to harmful substances or environments, unspecified","9999","Nonclassifiable",,
"2015010057","929834",1/4/2015,"ARCELOR MITTAL","3060 EGGERS AVENUE",,"CLEVELAND","OHIO","44105",41.46,-81.66,"331111",1.00,0.00,"1016457","An employee in the #2 steel-producing BOF shop was making ladle additions to the first heat steel of the day on furnace #94 when the materials reacted, causing flames and high heat to come up through the chute. The employee received first and second degree burns to the face, right wrist and forearm, and a little bit on his right abdomen.","1522","Second degree heat (thermal) burns","899","Multiple body parts, n.e.c.","533","Contact with hot objects or substances","9241","Fire, flame",,
"2015010059","929919",1/4/2015,"Sterling Steel Company, LLC","101 Avenue K",,"STERLING","ILLINOIS","61081",41.79,-89.70,"331111",1.00,0.00,,"An employee was hospitalized following injuries sustained while traveling by foot to the locker room. The employee was between the belt shop and the locker room crossing railroad tracks that had recently been covered with snow. The employee either slipped or tripped and experienced three breaks to the ankle and tibia.","111","Fractures","5839","Ankle(s) and leg(s), n.e.c.","420","Fall on same level, unspecified","6396","Railroad tracks","9273","Ice, sleet, snow"
"2015010061","931759",1/4/2015,"U.S. POSTAL SERVICE","1401 W. FORT ST.",,"DETROIT","MICHIGAN","48233",42.32,-83.06,"491110",1.00,0.00,"1018200","Employee was loading a trailer with a forklift when the left leg of the trailer collapsed, causing the trailer to tilt to the left. This caused the forklift and employee to slide to the left, striking the trailer wall and causing an acute spinal injury to the employee.","1120","Traumatic injuries to spinal cord, unspecified","320","Back, including spine, spinal cord, unspecified","2737","Sudden start or stop, nonroadway","8621","Forklift, order picker, platform truck-powered","483","Trailers"
"2015010062","930011",1/4/2015,"Idaho Forest Group","4447 E. Chilco Rd.",,"ATHOL","IDAHO","83801",47.86,-116.77,"321113",0.00,1.00,,"Employee climbed up on a handrail and slipped while cleaning snow off of the framework and guard of a chip belt conveyor. Employee suffered amputation of the right index finger.  Employee was seen at Kootenai Health and was released as an out-patient.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","422","Fall on same level due to slipping ","657","Handrails, banisters","9273","Ice, sleet, snow"
"2015010063","929770",1/4/2015,"Airserv","Hartsfield International Airport",,"ATLANTA","GEORGIA","30320",33.63,-84.43,"423850",1.00,0.00,,"An employee was working on a vehicle being lifted off the ground.  He stepped off the back and fell approximately 4 feet to the ground below.  When the employee hit the ground, he fractured his wrist and was taken to Grady Memorial Hospital where he received surgery.","111","Fractures","43","Wrist(s)","4331","Other fall to lower level less than 6 feet","840","Highway vehicle, motorized, unspecified",,
"2015010064","930092",1/4/2015,"White Lodging Services Corporation","1230 S Pine Island Rd",,"PLANTATION","FLORIDA","33324",26.10,-80.26,"721110",0.00,1.00,"1016556","On or about 1/4/15 at 6:05 pm, an employee was preparing to clean a room and put a door stopper at the room door. The stopper slipped catching her hand between the door and its frame resulting in the amputation of her left index finger.  Employee was taken to the hospital to reattach the finger.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6261","Struck by or caught in swinging door or gate","6511","Doors, except garage and vehicle",,
"2015010065","930321",1/4/2015,"STAHL SPECIALTY COMPANY","111 E. Pacific",,"KINGSVILLE","MISSOURI","64061",38.74,-94.07,"331521",1.00,0.00,"1016928","On or about January 4, 2015, an employee was injured while running a gas sample. The employee was dipping out a sample with a sample cup using tongs. When he put the cup in, the hot metal splashed on him, causing burns to the ring finger and little finger on his right hand.  The employee was admitted to the KU Medical Center in Kansas City, Kansas.","1520","Heat (thermal) burns, unspecified","4420","Finger(s), fingernail(s), unspecified","533","Contact with hot objects or substances","452","Molten or hot metals, slag",,
"2015010067","934609",1/4/2015,"Southwestern Regional Medical Center","10109 E. 79th St.",,"TULSA","OKLAHOMA","74133",36.05,-95.86,"622310",1.00,0.00,"1021031","A worker slipped on an alcohol foam rug and fractured his hip on January 4, 2015.  He was hospitalized for 3 days and had therapy.","111","Fractures","341","Hip(s)","422","Fall on same level due to slipping ","6629","Floor, n.e.c.","2221","Floor coverings- nonstructural"
"2015010068","930344",1/5/2015,"TROY CONSTRUCTION, LLC","Janin Road",,"SWEENY","TEXAS","77480",29.06,-95.71,"237120",1.00,0.00,,"Employee was loading plastic pipes onto a utility trailer.  He jumped off the trailer and broke his ankle.","111","Fractures","52","Ankle(s)","4421","Other jump to lower level less than 6 feet","483","Trailers",,
"2015010069","930308",1/5/2015,"BATAVIA CONTAINER, INC.","1400 PARAMOUNT PARKWAY",,"BATAVIA","ILLINOIS","60510",41.86,-88.27,"322211",0.00,1.00,"1017673","A machine operator experienced a fingertip amputation while troubleshooting a jam in the Samuel Strapper machine.","1311","Amputations","4422","Fingertip(s)","6411","Caught in running equipment or machinery during maintenance, cleaning ","3732","Packaging, wrapping, bundling machinery",,
"2015010070","935330",1/5/2015,"PHELPS MEMORIAL HOSPITAL","701 NORTH BROADWAY",,"NORTH TARRYTOWN","NEW YORK","10591",41.10,-73.86,"622110",1.00,0.00,,"Worker tripped over a box at his work station.  He was hospitalized with a fractured bone by his knee.","111","Fractures","510","Leg(s), unspecified","4213","Fall on same level due to tripping over an object ","6629","Floor, n.e.c.","2114","Boxes, crates, cartons"
"2015010071","931258",1/5/2015,"CCA Winn Correctional Center","560 Gum Springs Road",,"WINNFIELD","LOUISIANA","71483",31.92,-92.65,"561210",1.00,0.00,,"In a unit office/housing unit where inmates are housed, an employee was seated at a desk when an inmate walked into the office. The inmate punched him first in the face and then repeatedly punched his head. His nose was injured and he lost consciousness. He was hospitalized with a concussion.","162","Concussions","111","Brain","1113","Hitting, kicking, beating, shoving","5772","Inmate or detainee in custody",,
"2015010072","930100",1/5/2015,"NBTY, INC.","4320 VETERANS HWY.",,"HOLBROOK","NEW YORK","11741",40.78,-73.08,"325411",1.00,0.00,"1016261","An employee was operating an electric ride on powered industrial truck (PIT). Employee became pinned between the PIT and a steel racking system while attempting to avoid hitting another employee.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","2721","Part of occupant’s body caught between vehicle and other object in nonroadway transport incident","8622","Powered industrial carrier","2219","Cases, cabinets, racks, shelves, n.e.c."
"2015010073","930324",1/5/2015,"Insulation Incorporated","Sunoco Logistics","2300 North Twin City Highway","NEDERLAND","TEXAS","77627",29.97,-94.00,"238290",1.00,0.00,,"A fire suppression system inadvertently went off, causing a white cloud.  Employees working on a scaffold, 24 feet above the ground, scrambled to avoid the cloud. While descending a ladder, an employee slipped and fell 10 to 12 feet.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","4333","Other fall to lower level 11 to 15 feet ","740","Ladders, unspecified",,
"2015010074","930367",1/5/2015,"Pump Co Energy Services","300 CR 302",,"BARNHART","TEXAS","76930",31.12,-101.17,"213112",0.00,1.00,,"Employee was working on a fluid end expendable pump using a torque wrench when his left ring finger got caught in between and was amputated - halfway through the nailbed.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","642","Compressed or pinched by shifting objects or equipment","3797","Pumps","7352","Wrenches-power not determined"
"2015010075","930674",1/5/2015,"Steves & Sons","203 Humble Ave",,"SAN ANTONIO","TEXAS","78225",29.39,-98.53,"321911",1.00,1.00,"1017003","Employee was using her gloved hands to clean the glue-spreader machine while it was operational. The doctor rollers were not open, and the employee's glove got caught between the rollers, pulling her hand inside. Her right-hand ring and middle fingers were crushed.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6411","Caught in running equipment or machinery during maintenance, cleaning ","3599","Metal, woodworking, and special material machinery, n.e.c.",,
"2015010076","931268",1/5/2015,"LIDESTRI FOODS","1020 LEE ROAD",,"ROCHESTER","NEW YORK","14606",43.18,-77.68,"311421",1.00,0.00,"1017268","A worker splashed caustic water on his left thigh and hand while cleaning the equipment on Line 3.  He was admitted to the hospital the next day. ","1510","Chemical burns and corrosions, unspecified","87","Upper and lower limb(s)","5544","Exposure through intact skin, eyes, or other exposed tissue","1125","Sodium and potassium hydroxide, potassium carbonate",,
"2015010077","931264",1/5/2015,"Coastal Gulf and International","6325 Highway 75",,"CARVILLE","LOUISIANA","70721",30.21,-91.08,"488390",1.00,0.00,,"An employee was climbing stairs to a shore tank to conduct temperature measurements.   The employee fell from the stairs approximately 20 feet to the bottom of the tank.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","4334","Other fall to lower level 16 to 20 feet","6170","Tank, bin, vat interiors, unspecified","6612","Stairs, steps-outdoors"
"2015010078","930616",1/5/2015,"Lutheran Social Services of Illinois","1307 Grant Ave.",,"ROCKFORD","ILLINOIS","61103",42.28,-89.08,"624120",1.00,0.00,,"Employee arrived at client's home, slipped on ice, and bumped her head.","160","Intracranial injuries, unspecified","111","Brain","422","Fall on same level due to slipping ","660","Floors, walkways, ground surfaces, unspecified","9273","Ice, sleet, snow"
"2015010079","930347",1/5/2015,"Elite Metal Fabricators, Inc.","3670 Mapleshade Lane",,"PLANO","TEXAS","75075",33.01,-96.76,"332312",0.00,1.00,"1017118","While stairs were being installed using a sky trak at the Plano Assisted Living facility, an employee on the ground who was directing the stair placement got his left index finger caught between a metal stud and the stair.  The employee was transported to Methodist Richardson and had surgery the next day to amputate his finger at the knuckle.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","642","Compressed or pinched by shifting objects or equipment","4139","Structural metal materials, n.e.c.","6610","Stairs, steps, unspecified"
"2015010081","930623",1/5/2015,"Perry Nuclear Power Plant","10 Central Rd.",,"PERRY","OHIO","44081",41.76,-81.14,"221122",1.00,0.00,,"An employee walking from the parking lot en route to his assigned work area slipped, tearing his quadriceps tendon. The employee was discharged from the ER, but later returned to Lake West hospital that evening and was admitted. The employee has since been scheduled for surgery.","1231","Major tears to muscles, tendons, ligaments","511","Thigh(s)","4110","Slip without fall, unspecified","562","Bodily motion or position of injured, ill worker",,
"2015010082","932862",1/5/2015,"Fernwood Resort, Inc.","Rt 209","P.O. Box 447","BUSHKILL","PENNSYLVANIA","18324",41.13,-75.01,"721110",1.00,0.00,,"A tube hill attendant at a winter resort snow tubing hill rode a tube down the hill.  On the way down the tube crossed lanes causing it to flip.  The employee was ejected and suffered a lacerated spleen resulting in hospitalization.","132","Cuts, lacerations","333","Spleen","429","Fall on same level, n.e.c. ","6711","Hills",,
"2015010083","930738",1/5/2015,"Avery Dennison Corporation","224 Industrial Road",,"FITCHBURG","MASSACHUSETTS","01420",42.56,-71.85,"339940",1.00,0.00,"1018437","Employee's face was burned by hot plastic exploding from an injection molding machine.","1520","Heat (thermal) burns, unspecified","130","Face, unspecified","6242","Struck by discharged object or substance","1750","Plastics, resins, unspecified","3534","Plastic injection molding machinery"
"2015010084","931302",1/5/2015,"Gottsch Livestock Feeders, LLC","Pawnee Springs Ranch","3461 S. Springs Rd","MAXWELL","NEBRASKA","69151",41.06,-100.54,"112112",0.00,1.00,"1018067","On or about January 5th, 2015,at approximately 1:30 pm, an employee was greasing a bearing on the Buffalo roller mill in preparation to roll corn for cattle feed.  The roller mill was being driven by a PTO.  The employees left hand was pulled by a chain into a sprocket, amputating the left index finger.  The employee was transported to Great Plains Regional Hospital with the amputated finger for treatment.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6411","Caught in running equipment or machinery during maintenance, cleaning ","3191","Feed grinders, crushers, mixers-agricultural",,
